Entity Name	Entity type	Gene Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
ABCB11	gene	ABCB11	TCGA_PANCAN_2018				Other	Crigler-Najjar syndrome, type II					ATP binding cassette subfamily B member 11																						
ALK	gene	ALK	TCGA_PANCAN_2018				Other	Neuroblastoma					ALK receptor tyrosine kinase																						
APC	gene	APC	TCGA_PANCAN_2018				Other	Familial adenomatous polyposis 1					APC, WNT signaling pathway regulator																						
ATM	gene	ATM	TCGA_PANCAN_2018				Other	Ataxia-telangiectasia syndrome					ATM serine/threonine kinase																						
ATR	gene	ATR	TCGA_PANCAN_2018				Other	Seckel syndrome; Cutaneous telangiectasia and cancer syndrome, familial					ATR serine/threonine kinase																						
AXIN2	gene	AXIN2	TCGA_PANCAN_2018				Other	Oligodontia-colorectal cancer syndrome					axin 2																						
BAP1	gene	BAP1	TCGA_PANCAN_2018				Other	Tumor susceptibility linked to germline BAP1 mutations; BAP1 Cancer Syndrome					BRCA1 associated protein 1																						
BLM	gene	BLM	TCGA_PANCAN_2018				Other	Bloom syndrome					Bloom syndrome RecQ like helicase																						
BMPR1A	gene	BMPR1A	TCGA_PANCAN_2018				Other	Juvenile polyposis syndrome					bone morphogenetic protein receptor type 1A																						
BRAF	gene	BRAF	TCGA_PANCAN_2018				Other	Noonan syndrome 7; LEOPARD syndrome 3					B-Raf proto-oncogene, serine/threonine kinase																						
BRCA1	gene	BRCA1	TCGA_PANCAN_2018				Other	Hereditary breast and ovarian cancer syndrome					BRCA1, DNA repair associated																						
BRCA2	gene	BRCA2	TCGA_PANCAN_2018				Other	Hereditary breast and ovarian cancer syndrome; Fanconi anemia, complementation group D1					BRCA2, DNA repair associated																						
BRIP1	gene	BRIP1	TCGA_PANCAN_2018				Other	Fanconi anemia, complementation group J					BRCA1 interacting protein C-terminal helicase 1																						
BUB1B	gene	BUB1B	TCGA_PANCAN_2018				Other	Mosaic variegated aneuploidy syndrome					BUB1 mitotic checkpoint serine/threonine kinase B																						
CBL	gene	CBL	TCGA_PANCAN_2018				Other	Noonan syndrome					Cbl proto-oncogene																						
CDC73	gene	CDC73	TCGA_PANCAN_2018				Other	Hyperparathyroidism 2					cell division cycle 73																						
CDH1	gene	CDH1	TCGA_PANCAN_2018				Other	Hereditary diffuse gastric cancer					cadherin 1																						
CDK4	gene	CDK4	TCGA_PANCAN_2018				Other	Hereditary cutaneous melanoma; Cutaneous malignant melanoma 3					cyclin dependent kinase 4																						
CDKN1B	gene	CDKN1B	TCGA_PANCAN_2018				Other	Multiple endocrine neoplasia, type 4					cyclin dependent kinase inhibitor 1B																						
CDKN1C	gene	CDKN1C	TCGA_PANCAN_2018				Other	Beckwith-Wiedemann syndrome					cyclin dependent kinase inhibitor 1C																						
CDKN2A	gene	CDKN2A	TCGA_PANCAN_2018				Other	Hereditary cutaneous melanoma					cyclin dependent kinase inhibitor 2A																						
CEBPA	gene	CEBPA	TCGA_PANCAN_2018				Other	Acute myeloid leukemia					CCAAT enhancer binding protein alpha																						
CHEK2	gene	CHEK2	TCGA_PANCAN_2018				Other	Familial cancer of breast					checkpoint kinase 2																						
COL7A1	gene	COL7A1	TCGA_PANCAN_2018				Other	Epidermolysis bullosa					collagen type VII alpha 1 chain																						
CTR9	gene	CTR9	TCGA_PANCAN_2018				Other	NA					CTR9 homolog, Paf1/RNA polymerase II complex component																						
CYLD	gene	CYLD	TCGA_PANCAN_2018				Other	Spiegler-Brooke syndrome					CYLD lysine 63 deubiquitinase																						
DDB2	gene	DDB2	TCGA_PANCAN_2018				Other	Xeroderma pigmentosum, group E					damage specific DNA binding protein 2																						
DICER1	gene	DICER1	TCGA_PANCAN_2018				Other	Pleuropulmonary blastoma; DICER1 syndrome					dicer 1, ribonuclease III																						
DIS3L2	gene	DIS3L2	TCGA_PANCAN_2018				Other	Renal hamartomas nephroblastomatosis and fetal gigantism					DIS3 like 3'-5' exoribonuclease 2																						
DKC1	gene	DKC1	TCGA_PANCAN_2018				Other	Dyskeratosis congenita X-linked					dyskerin pseudouridine synthase 1																						
DOCK8	gene	DOCK8	TCGA_PANCAN_2018				Other	Hyperimmunoglobulin E recurrent infection syndrome, autosomal recessive					dedicator of cytokinesis 8																						
DROSHA	gene	DROSHA	TCGA_PANCAN_2018				Other	NA					drosha ribonuclease III																						
EGFR	gene	EGFR	TCGA_PANCAN_2018				Other	NA					epidermal growth factor receptor																						
ELANE	gene	ELANE	TCGA_PANCAN_2018				Other	Severe congenital neutropenia autosomal dominant					elastase, neutrophil expressed																						
EPCAM	gene	EPCAM	TCGA_PANCAN_2018				Other	Hereditary nonpolyposis colorectal cancer type 8					epithelial cell adhesion molecule																						
ERCC1	gene	ERCC1	TCGA_PANCAN_2018				Other	Cerebrooculofacioskeletal syndrome 4					ERCC excision repair 1, endonuclease non-catalytic subunit																						
ERCC2	gene	ERCC2	TCGA_PANCAN_2018				Other	Xeroderma pigmentosum, group D					ERCC excision repair 2, TFIIH core complex helicase subunit																						
ERCC3	gene	ERCC3	TCGA_PANCAN_2018				Other	Xeroderma Pigmentosum, Complementation Group B					ERCC excision repair 3, TFIIH core complex helicase subunit																						
